14.15	17.35	0
14.3	16.8	0
14.3	15.75	0
14.75	15.1	0
15.35	15.5	0
15.95	16.45	0
16.5	17.05	0
17.35	17.05	0
17.15	16.3	0
16.65	16.1	0
16.5	15.15	0
16.25	14.95	0
16	14.25	0
15.9	13.2	0
15.15	12.05	0
15.2	11.7	0
17	15.65	0
16.9	15.35	0
17.35	15.45	0
17.15	15.1	0
17.3	14.9	0
17.7	15	0
17	14.6	0
16.85	14.3	0
16.6	14.05	0
17.1	14	0
17.45	14.15	0
17.8	14.2	0
17.6	13.85	0
17.2	13.5	0
17.25	13.15	0
17.1	12.75	0
16.95	12.35	0
16.5	12.2	0
16.25	12.5	0
16.05	11.9	0
16.65	10.9	0
16.7	11.4	0
16.95	11.25	0
17.3	11.2	0
18.05	11.9	0
18.6	12.5	0
18.9	12.05	0
18.7	11.25	0
17.95	10.9	0
18.4	10.05	0
17.45	10.4	0
17.6	10.15	0
17.7	9.85	0
17.3	9.7	0
16.95	9.7	0
16.75	9.65	0
19.8	9.95	0
19.1	9.55	0
17.5	8.3	0
17.55	8.1	0
17.85	7.55	0
18.2	8.35	0
19.3	9.1	0
19.4	8.85	0
19.05	8.85	0
18.9	8.5	0
18.6	7.85	0
18.7	7.65	0
19.35	8.2	0
19.95	8.3	0
20	8.9	0
20.3	8.9	0
20.55	8.8	0
18.35	6.95	0
18.65	6.9	0
19.3	7	0
19.1	6.85	0
19.15	6.65	0
21.2	8.8	0
21.4	8.8	0
21.1	8	0
20.4	7	0
20.5	6.35	0
20.1	6.05	0
20.45	5.15	0
20.95	5.55	0
20.95	6.2	0
20.9	6.6	0
21.05	7	0
21.85	8.5	0
21.9	8.2	0
22.3	7.7	0
21.85	6.65	0
21.3	5.05	0
22.6	6.7	0
22.5	6.15	0
23.65	7.2	0
24.1	7	0
21.95	4.8	0
22.15	5.05	0
22.45	5.3	0
22.45	4.9	0
22.7	5.5	0
23	5.6	0
23.2	5.3	0
23.45	5.95	0
23.75	5.95	0
24.45	6.15	0
24.6	6.45	0
25.2	6.55	0
26.05	6.4	0
25.3	5.75	0
24.35	5.35	0
23.3	4.9	0
22.95	4.75	0
22.4	4.55	0
22.8	4.1	0
22.9	4	0
23.25	3.85	0
23.45	3.6	0
23.55	4.2	0
23.8	3.65	0
23.8	4.75	0
24.2	4	0
24.55	4	0
24.7	3.85	0
24.7	4.3	0
24.9	4.75	0
26.4	5.7	0
27.15	5.95	0
27.3	5.45	0
27.5	5.45	0
27.55	5.1	0
26.85	4.95	0
26.6	4.9	0
26.85	4.4	0
26.2	4.4	0
26	4.25	0
25.15	4.1	0
25.6	3.9	0
25.85	3.6	0
24.95	3.35	0
25.1	3.25	0
25.45	3.15	0
26.85	2.95	0
27.15	3.15	0
27.2	3	0
27.95	3.25	0
27.95	3.5	0
28.8	4.05	0
28.8	4.7	0
28.75	5.45	0
28.6	5.75	0
29.25	6.3	0
30	6.55	0
30.6	3.4	0
30.05	3.45	0
29.75	3.45	0
29.2	4	0
29.45	4.05	0
29.05	4.55	0
29.4	4.85	0
29.5	4.7	0
29.9	4.45	0
30.75	4.45	0
30.4	4.05	0
30.8	3.95	0
31.05	3.95	0
30.9	5.2	0
30.65	5.85	0
30.7	6.15	0
31.5	6.25	0
31.65	6.55	0
32	7	0
32.5	7.95	0
33.35	7.45	0
32.6	6.95	0
32.65	6.6	0
32.55	6.35	0
32.35	6.1	0
32.55	5.8	0
32.2	5.05	0
32.35	4.25	0
32.9	4.15	0
32.7	4.6	0
32.75	4.85	0
34.1	4.6	0
34.1	5	0
33.6	5.25	0
33.35	5.65	0
33.75	5.95	0
33.4	6.2	0
34.45	5.8	0
34.65	5.65	0
34.65	6.25	0
35.25	6.25	0
34.35	6.8	0
34.1	7.15	0
34.45	7.3	0
34.7	7.2	0
34.85	7	0
34.35	7.75	0
34.55	7.85	0
35.05	8	0
35.5	8.05	0
35.8	7.1	0
36.6	6.7	0
36.75	7.25	0
36.5	7.4	0
35.95	7.9	0
36.1	8.1	0
36.15	8.4	0
37.6	7.35	0
37.9	7.65	0
29.15	4.4	0
34.9	9	0
35.3	9.4	0
35.9	9.35	0
36	9.65	0
35.75	10	0
36.7	9.15	0
36.6	9.8	0
36.9	9.75	0
37.25	10.15	0
36.4	10.15	0
36.3	10.7	0
36.75	10.85	0
38.15	9.7	0
38.4	9.45	0
38.35	10.5	0
37.7	10.8	0
37.45	11.15	0
37.35	11.4	0
37	11.75	0
36.8	12.2	0
37.15	12.55	0
37.25	12.15	0
37.65	11.95	0
37.95	11.85	0
38.6	11.75	0
38.5	12.2	0
38	12.95	0
37.3	13	0
37.5	13.4	0
37.85	14.5	0
38.3	14.6	0
38.05	14.45	0
38.35	14.35	0
38.5	14.25	0
39.3	14.2	0
39	13.2	0
38.95	12.9	0
39.2	12.35	0
39.5	11.8	0
39.55	12.3	0
39.75	12.75	0
40.2	12.8	0
40.4	12.05	0
40.45	12.5	0
40.55	13.15	0
40.45	14.5	0
40.2	14.8	0
40.65	14.9	0
40.6	15.25	0
41.3	15.3	0
40.95	15.7	0
41.25	16.8	0
40.95	17.05	0
40.7	16.45	0
40.45	16.3	0
39.9	16.2	0
39.65	16.2	0
39.25	15.5	0
38.85	15.5	0
38.3	16.5	0
38.75	16.85	0
39	16.6	0
38.25	17.35	0
39.5	16.95	0
39.9	17.05	0
0.85	17.45	1
0.75	15.6	1
3.3	15.45	1
5.25	14.2	1
4.9	15.65	1
5.35	15.85	1
5.1	17.9	1
4.6	18.25	1
4.05	18.75	1
3.4	19.7	1
2.9	21.15	1
3.1	21.85	1
3.9	21.85	1
4.4	20.05	1
7.2	14.5	1
7.65	16.5	1
7.1	18.65	1
7.05	19.9	1
5.85	20.55	1
5.5	21.8	1
6.55	21.8	1
6.05	22.3	1
5.2	23.4	1
4.55	23.9	1
5.1	24.4	1
8.1	26.35	1
10.15	27.7	1
9.75	25.5	1
9.2	21.1	1
11.2	22.8	1
12.6	23.1	1
13.25	23.5	1
11.65	26.85	1
12.45	27.55	1
13.3	27.85	1
13.7	27.75	1
14.15	26.9	1
14.05	26.55	1
15.15	24.2	1
15.2	24.75	1
12.2	20.9	1
12.15	21.45	1
12.75	22.05	1
13.15	21.85	1
13.75	22	1
13.95	22.7	1
14.4	22.65	1
14.2	22.15	1
14.1	21.75	1
14.05	21.4	1
17.2	24.8	1
17.7	24.85	1
17.55	25.2	1
17	26.85	1
16.55	27.1	1
19.15	25.35	1
18.8	24.7	1
21.4	25.85	1
15.8	21.35	1
16.6	21.15	1
17.45	20.75	1
18	20.95	1
18.25	20.2	1
18	22.3	1
18.6	22.25	1
19.2	21.95	1
19.45	22.1	1
20.1	21.6	1
20.1	20.9	1
19.9	20.35	1
19.45	19.05	1
19.25	18.7	1
21.3	22.3	1
22.9	23.65	1
23.15	24.1	1
24.25	22.85	1
22.05	20.25	1
20.95	18.25	1
21.65	17.25	1
21.55	16.7	1
21.6	16.3	1
21.5	15.5	1
22.4	16.5	1
22.25	18.1	1
23.15	19.05	1
23.5	19.8	1
23.75	20.2	1
25.15	19.8	1
25.5	19.45	1
23	18	1
23.95	17.75	1
25.9	17.55	1
27.65	15.65	1
23.1	14.6	1
23.5	15.2	1
24.05	14.9	1
24.5	14.7	1
