19.35	31.65	0
20.35	31.45	0
21.35	31.1	0
22.25	30.9	0
23.2	30.45	0
23.95	30.05	0
24.9	29.65	0
25.6	29.05	0
26.35	28.5	0
27.15	27.9	0
27.75	27.35	0
28.3	26.6	0
28.95	25.85	0
29.5	25.15	0
29.95	24.45	0
30.4	23.7	0
30.6	22.9	0
30.9	22.1	0
31.25	21.3	0
31.35	20.55	0
31.5	19.7	0
31.55	18.9	0
31.65	18.15	0
31.6	17.35	0
31.45	16.55	0
31.3	15.8	0
31.15	15.05	0
30.9	14.35	0
30.6	13.65	0
30.3	13	0
29.9	12.3	0
29.5	11.75	0
29	11.15	0
28.5	10.6	0
28	10.1	0
27.55	9.65	0
26.9	9.1	0
26.25	8.8	0
25.7	8.4	0
25.15	8.05	0
24.5	7.75	0
23.9	7.65	0
23.15	7.4	0
22.5	7.3	0
21.9	7.1	0
21.25	7.05	0
20.5	7	0
19.9	6.95	0
19.25	7.05	0
18.75	7.1	0
18.05	7.25	0
17.5	7.35	0
16.9	7.6	0
16.35	7.8	0
15.8	8.05	0
15.4	8.35	0
14.9	8.7	0
14.45	8.9	0
13.95	9.3	0
13.6	9.65	0
13.25	10.1	0
12.95	10.55	0
12.65	10.9	0
12.35	11.4	0
12.2	11.75	0
11.95	12.2	0
11.8	12.65	0
11.75	13.05	0
11.55	13.6	0
11.55	14	0
11.55	14.35	0
11.55	14.7	0
11.6	15.25	0
11.65	15.7	0
11.8	16.05	0
11.85	16.5	0
12	16.75	0
12.15	17.2	0
12.3	17.6	0
12.55	17.85	0
12.8	18.05	0
13.1	18.4	0
13.3	18.6	0
13.55	18.85	0
13.8	19.05	0
14.15	19.25	0
14.45	19.5	0
14.85	19.55	0
15	19.7	0
15.25	19.7	0
15.55	19.85	0
15.95	19.9	0
16.2	19.9	0
16.55	19.9	0
16.85	19.9	0
17.2	19.9	0
17.4	19.8	0
17.65	19.75	0
17.8	19.7	0
18	19.6	0
18.2	19.55	0
3.9	9.6	1
3.55	10.65	1
3.35	11.4	1
3.1	12.35	1
3.1	13.25	1
3.05	14.15	1
3	15.1	1
3.1	16	1
3.2	16.85	1
3.45	17.75	1
3.7	18.7	1
3.95	19.55	1
4.35	20.25	1
4.7	21.1	1
5.15	21.8	1
5.6	22.5	1
6.2	23.3	1
6.8	23.85	1
7.35	24.45	1
8.05	24.95	1
8.8	25.45	1
9.5	26	1
10.2	26.35	1
10.9	26.75	1
11.7	27	1
12.45	27.25	1
13.3	27.6	1
14.05	27.6	1
14.7	27.75	1
15.55	27.75	1
16.4	27.75	1
17.1	27.75	1
17.9	27.75	1
18.55	27.7	1
19.35	27.6	1
20.1	27.35	1
20.7	27.1	1
21.45	26.8	1
22.05	26.5	1
22.7	26.15	1
23.35	25.65	1
23.8	25.3	1
24.3	24.85	1
24.75	24.35	1
25.25	23.95	1
25.65	23.45	1
26.05	23	1
26.2	22.3	1
26.6	21.8	1
26.75	21.25	1
27	20.7	1
27.15	20.15	1
27.15	19.6	1
27.35	19.1	1
27.35	18.45	1
27.4	18	1
27.3	17.4	1
27.15	16.9	1
27	16.4	1
27	15.9	1
26.75	15.35	1
26.55	14.85	1
26.3	14.45	1
25.95	14.1	1
25.75	13.7	1
25.35	13.3	1
25.05	12.95	1
24.8	12.7	1
24.4	12.45	1
24.05	12.2	1
23.55	11.85	1
23.2	11.65	1
22.75	11.4	1
22.3	11.3	1
21.9	11.1	1
21.45	11.05	1
21.1	11	1
20.7	10.95	1
20.35	10.95	1
19.95	11	1
19.55	11	1
19.15	11.05	1
18.85	11.1	1
18.45	11.25	1
18.15	11.35	1
17.85	11.5	1
17.5	11.7	1
17.2	11.95	1
17	12.05	1
16.75	12.2	1
16.65	12.35	1
16.5	12.5	1
16.35	12.7	1
16.2	12.8	1
16.15	12.95	1
16	13.1	1
15.95	13.25	1
15.9	13.4	1
15.8	13.5	1
15.8	13.65	1
15.75	13.85	1
15.65	14.05	1
15.65	14.25	1
15.65	14.5	1
15.65	14.6	1
31.95	7.95	2
31.15	7.3	2
30.45	6.65	2
29.7	6	2
28.9	5.55	2
28.05	5	2
27.2	4.55	2
26.35	4.15	2
25.4	3.85	2
24.6	3.6	2
23.6	3.3	2
22.75	3.15	2
21.85	3.05	2
20.9	3	2
20	2.9	2
19.1	3	2
18.2	3.2	2
17.3	3.25	2
16.55	3.5	2
15.7	3.7	2
14.85	4.1	2
14.15	4.4	2
13.4	4.75	2
12.7	5.2	2
12.05	5.65	2
11.45	6.15	2
10.9	6.65	2
10.3	7.25	2
9.7	7.85	2
9.35	8.35	2
8.9	9.05	2
8.55	9.65	2
8.15	10.35	2
7.95	10.95	2
7.75	11.7	2
7.55	12.35	2
7.45	13	2
7.35	13.75	2
7.3	14.35	2
7.35	14.95	2
7.35	15.75	2
7.55	16.35	2
7.7	16.95	2
7.8	17.55	2
8.05	18.15	2
8.3	18.75	2
8.65	19.3	2
8.9	19.85	2
9.3	20.3	2
9.65	20.8	2
10.2	21.25	2
10.6	21.65	2
11.1	22.15	2
11.55	22.45	2
11.95	22.7	2
12.55	23	2
13.05	23.2	2
13.45	23.4	2
14	23.55	2
14.55	23.6	2
15.1	23.75	2
15.7	23.75	2
16.15	23.85	2
16.7	23.8	2
17.15	23.75	2
17.75	23.75	2
18.2	23.6	2
18.65	23.5	2
19.1	23.35	2
19.6	23.15	2
20	22.95	2
20.4	22.7	2
20.7	22.55	2
21	22.15	2
21.45	21.95	2
21.75	21.55	2
22	21.25	2
22.25	21	2
22.5	20.7	2
22.65	20.35	2
22.75	20.05	2
22.9	19.65	2
23	19.35	2
23.1	19	2
23.15	18.65	2
23.2	18.25	2
23.2	18.05	2
23.2	17.8	2
23.1	17.45	2
23.05	17.15	2
22.9	16.9	2
22.85	16.6	2
22.7	16.4	2
22.6	16.2	2
22.55	16.05	2
22.4	15.95	2
22.35	15.8	2
22.2	15.65	2
